Document_name 	 Actual Class 	 Predicted Class
59581	sci.med	sci.med
59587	sci.med	sci.med
59588	sci.med	sci.med
59589	sci.med	sci.med
60465	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
38568	comp.graphics	comp.graphics
75931	misc.forsale	misc.forsale
103409	rec.autos	misc.forsale
103158	rec.autos	rec.autos
103156	rec.autos	rec.autos
103405	rec.autos	rec.autos
103154	rec.autos	rec.autos
103407	rec.autos	rec.motorcycles
103403	rec.autos	rec.sport.hockey
83727	talk.religion.misc	talk.religion.misc
67214	comp.windows.x	comp.windows.x
67213	comp.windows.x	comp.windows.x
67212	comp.windows.x	comp.windows.x
67210	comp.windows.x	comp.windows.x
83729	talk.religion.misc	talk.religion.misc
67219	comp.windows.x	comp.graphics
67218	comp.windows.x	comp.windows.x
59326	sci.med	sci.med
59327	sci.med	sci.med
59325	sci.med	sci.med
59322	sci.med	sci.med
59323	sci.med	sci.med
59320	sci.med	sci.med
59321	sci.med	sci.med
59328	sci.med	sci.med
59329	sci.med	sci.med
53757	rec.sport.hockey	rec.sport.hockey
102888	rec.autos	rec.autos
102886	rec.autos	sci.electronics
102883	rec.autos	rec.autos
51296	alt.atheism	alt.atheism
51297	alt.atheism	alt.atheism
51294	alt.atheism	alt.atheism
104389	rec.motorcycles	rec.motorcycles
74828	misc.forsale	alt.atheism
51293	alt.atheism	alt.atheism
51291	alt.atheism	alt.atheism
104382	rec.motorcycles	rec.motorcycles
104383	rec.motorcycles	rec.motorcycles
104380	rec.motorcycles	rec.motorcycles
104381	rec.motorcycles	rec.motorcycles
55249	talk.politics.guns	talk.politics.guns
74821	misc.forsale	misc.forsale
51298	alt.atheism	alt.atheism
104385	rec.motorcycles	rec.motorcycles
15848	sci.crypt	sci.crypt
58940	sci.med	sci.med
51942	comp.sys.mac.hardware	comp.sys.mac.hardware
58942	sci.med	sci.med
59280	sci.med	sci.med
60836	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60837	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60835	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60832	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60833	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
38257	comp.graphics	comp.graphics
51945	comp.sys.mac.hardware	comp.sys.mac.hardware
75993	misc.forsale	misc.forsale
105380	rec.motorcycles	rec.motorcycles
75995	misc.forsale	comp.sys.ibm.pc.hardware
75994	misc.forsale	misc.forsale
38253	comp.graphics	comp.graphics
9762	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
38626	comp.graphics	comp.graphics
38420	comp.graphics	comp.graphics
38421	comp.graphics	comp.graphics
38423	comp.graphics	comp.graphics
38424	comp.graphics	comp.graphics
38428	comp.graphics	comp.graphics
38429	comp.graphics	comp.graphics
53572	rec.sport.hockey	rec.sport.hockey
104654	rec.motorcycles	rec.motorcycles
104656	rec.motorcycles	rec.motorcycles
104657	rec.motorcycles	rec.motorcycles
104650	rec.motorcycles	rec.motorcycles
104652	rec.motorcycles	rec.motorcycles
104653	rec.motorcycles	rec.motorcycles
76144	misc.forsale	misc.forsale
10622	comp.os.ms-windows.misc	comp.graphics
104658	rec.motorcycles	rec.motorcycles
62475	sci.space	sci.space
62476	sci.space	sci.space
62477	sci.space	sci.space
58848	sci.med	sci.med
54562	rec.sport.hockey	rec.sport.hockey
58846	sci.med	sci.med
54560	talk.politics.guns	talk.politics.guns
62479	sci.space	sci.space
54565	talk.politics.guns	talk.politics.guns
54564	rec.sport.hockey	rec.sport.hockey
52741	sci.electronics	misc.forsale
52740	sci.electronics	sci.electronics
52742	sci.electronics	sci.electronics
52745	sci.electronics	sci.electronics
52744	sci.electronics	sci.electronics
52746	sci.electronics	sci.electronics
53297	alt.atheism	alt.atheism
53292	alt.atheism	alt.atheism
60656	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60657	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60654	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60655	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
21419	soc.religion.christian	soc.religion.christian
67029	comp.windows.x	comp.windows.x
10088	comp.os.ms-windows.misc	sci.space
83916	talk.religion.misc	alt.atheism
10086	comp.os.ms-windows.misc	comp.graphics
10087	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
67024	comp.windows.x	comp.windows.x
67025	comp.windows.x	comp.windows.x
10083	comp.os.ms-windows.misc	comp.windows.x
15674	sci.crypt	sci.crypt
15675	sci.crypt	sci.crypt
15676	sci.crypt	sci.crypt
15677	sci.crypt	sci.crypt
76369	talk.politics.mideast	talk.politics.mideast
76368	talk.politics.mideast	talk.politics.mideast
15672	sci.crypt	sci.crypt
76365	misc.forsale	misc.forsale
76364	misc.forsale	misc.forsale
76366	misc.forsale	misc.forsale
76361	misc.forsale	misc.forsale
76360	misc.forsale	misc.forsale
76362	misc.forsale	misc.forsale
102771	rec.autos	rec.autos
59139	sci.med	sci.space
59133	sci.med	sci.med
59130	sci.med	sci.space
59137	sci.med	sci.med
102773	rec.autos	rec.autos
59135	sci.med	sci.med
59134	sci.med	sci.electronics
102772	rec.autos	rec.autos
101639	rec.autos	rec.autos
54747	rec.sport.hockey	rec.sport.hockey
54746	rec.sport.hockey	rec.sport.hockey
176851	talk.politics.misc	talk.politics.misc
176850	talk.politics.misc	talk.politics.misc
54743	rec.sport.hockey	rec.sport.baseball
54742	rec.sport.hockey	rec.sport.hockey
58343	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
176854	talk.politics.misc	talk.politics.mideast
176859	talk.politics.misc	talk.politics.misc
176858	talk.politics.misc	talk.politics.misc
54749	rec.sport.hockey	rec.sport.hockey
54748	rec.sport.hockey	rec.sport.hockey
76509	misc.forsale	sci.space
15453	sci.crypt	sci.crypt
15902	sci.crypt	sci.crypt
15903	sci.crypt	sci.crypt
15456	sci.crypt	sci.crypt
15901	sci.crypt	sci.crypt
15458	sci.crypt	sci.crypt
15459	sci.crypt	sci.crypt
76505	misc.forsale	misc.forsale
76504	misc.forsale	misc.forsale
76506	misc.forsale	misc.forsale
20894	soc.religion.christian	soc.religion.christian
20895	soc.religion.christian	soc.religion.christian
178487	talk.politics.misc	talk.politics.misc
178484	talk.politics.misc	talk.politics.misc
178482	talk.politics.misc	talk.religion.misc
178483	talk.politics.misc	talk.politics.misc
9986	comp.os.ms-windows.misc	comp.os.ms-windows.misc
67973	comp.windows.x	comp.sys.ibm.pc.hardware
77364	talk.politics.mideast	talk.politics.mideast
9983	comp.os.ms-windows.misc	rec.sport.hockey
9980	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9981	comp.os.ms-windows.misc	comp.os.ms-windows.misc
66889	comp.windows.x	comp.windows.x
66888	comp.windows.x	comp.windows.x
66881	comp.windows.x	comp.graphics
66880	comp.windows.x	comp.windows.x
20628	soc.religion.christian	soc.religion.christian
66885	comp.windows.x	comp.graphics
66887	comp.windows.x	sci.med
61354	sci.space	sci.space
61355	sci.space	sci.space
61356	sci.space	sci.space
61357	sci.space	sci.space
61350	sci.space	sci.space
61351	sci.space	sci.space
61352	sci.space	sci.space
103362	rec.autos	rec.autos
51591	comp.sys.mac.hardware	comp.sys.mac.hardware
55037	talk.politics.guns	talk.politics.guns
55034	talk.politics.guns	talk.religion.misc
61358	sci.space	sci.space
51597	comp.sys.mac.hardware	comp.sys.mac.hardware
51596	comp.sys.mac.hardware	comp.sys.mac.hardware
83635	talk.religion.misc	talk.politics.misc
67162	comp.windows.x	comp.windows.x
83632	talk.religion.misc	talk.politics.misc
51627	comp.sys.mac.hardware	comp.sys.mac.hardware
104469	rec.motorcycles	rec.motorcycles
104468	rec.motorcycles	rec.motorcycles
51623	comp.sys.mac.hardware	comp.sys.mac.hardware
67167	comp.windows.x	comp.windows.x
51621	comp.sys.mac.hardware	sci.electronics
104463	rec.motorcycles	rec.motorcycles
104462	rec.motorcycles	rec.motorcycles
104461	rec.motorcycles	rec.motorcycles
104466	rec.motorcycles	rec.motorcycles
104465	rec.motorcycles	rec.motorcycles
104464	rec.motorcycles	rec.motorcycles
61530	sci.space	sci.space
61532	sci.space	sci.space
61533	sci.space	sci.space
61534	sci.space	sci.space
61536	sci.space	sci.space
61537	sci.space	sci.space
61538	sci.space	sci.space
60488	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60487	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60485	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60484	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60483	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
53998	rec.sport.hockey	rec.sport.hockey
53997	rec.sport.hockey	rec.sport.hockey
53995	rec.sport.hockey	rec.sport.hockey
53993	rec.sport.hockey	rec.sport.hockey
52244	comp.sys.mac.hardware	comp.sys.mac.hardware
52245	comp.sys.mac.hardware	comp.sys.mac.hardware
52246	comp.sys.mac.hardware	comp.sys.mac.hardware
52247	comp.sys.mac.hardware	comp.sys.mac.hardware
75858	misc.forsale	misc.forsale
75859	misc.forsale	rec.autos
52249	comp.sys.mac.hardware	comp.sys.mac.hardware
53196	alt.atheism	alt.atheism
53190	alt.atheism	alt.atheism
53199	alt.atheism	talk.religion.misc
54869	talk.politics.guns	talk.politics.guns
16345	sci.crypt	sci.crypt
16344	sci.crypt	sci.crypt
16347	sci.crypt	sci.crypt
52020	comp.sys.mac.hardware	comp.sys.mac.hardware
52021	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
52022	comp.sys.mac.hardware	comp.sys.mac.hardware
52023	comp.sys.mac.hardware	comp.sys.mac.hardware
52027	comp.sys.mac.hardware	comp.sys.mac.hardware
52028	comp.sys.mac.hardware	comp.sys.mac.hardware
53373	alt.atheism	alt.atheism
9617	comp.os.ms-windows.misc	comp.os.ms-windows.misc
53371	talk.politics.guns	talk.politics.guns
53370	alt.atheism	alt.atheism
53377	alt.atheism	alt.atheism
53376	alt.atheism	alt.atheism
9610	comp.os.ms-windows.misc	comp.graphics
9611	comp.os.ms-windows.misc	comp.graphics
10166	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
10165	comp.os.ms-windows.misc	comp.graphics
53378	alt.atheism	talk.religion.misc
10162	comp.os.ms-windows.misc	comp.graphics
10161	comp.os.ms-windows.misc	comp.graphics
10160	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
21705	soc.religion.christian	soc.religion.christian
21704	soc.religion.christian	soc.religion.christian
21703	soc.religion.christian	soc.religion.christian
21700	soc.religion.christian	soc.religion.christian
74761	misc.forsale	misc.forsale
21709	soc.religion.christian	soc.religion.christian
84075	talk.religion.misc	talk.religion.misc
84070	talk.religion.misc	soc.religion.christian
84072	talk.religion.misc	talk.religion.misc
74767	misc.forsale	misc.forsale
84079	talk.religion.misc	talk.religion.misc
101586	rec.autos	rec.autos
84250	talk.religion.misc	talk.religion.misc
84251	talk.religion.misc	talk.religion.misc
84253	talk.religion.misc	talk.religion.misc
84254	talk.religion.misc	alt.atheism
84257	talk.religion.misc	talk.religion.misc
84258	talk.religion.misc	talk.religion.misc
68020	comp.windows.x	comp.windows.x
179058	talk.politics.misc	talk.politics.misc
179057	talk.politics.misc	talk.politics.mideast
179050	talk.politics.misc	talk.politics.misc
179051	talk.politics.misc	talk.politics.misc
178909	talk.politics.misc	talk.politics.misc
178679	talk.politics.misc	talk.politics.misc
178901	talk.politics.misc	talk.politics.misc
178900	talk.politics.misc	talk.politics.misc
178905	talk.politics.misc	talk.politics.misc
54358	rec.sport.hockey	rec.sport.hockey
54354	talk.politics.guns	talk.politics.guns
54357	talk.politics.guns	talk.politics.misc
54350	sci.electronics	sci.electronics
54352	sci.electronics	sci.electronics
76777	misc.forsale	misc.forsale
38758	comp.graphics	comp.graphics
38759	comp.graphics	comp.graphics
38757	comp.graphics	comp.graphics
38755	comp.graphics	comp.graphics
38753	comp.graphics	comp.graphics
38750	comp.graphics	comp.graphics
38284	comp.graphics	comp.graphics
38285	comp.graphics	comp.graphics
38287	comp.graphics	comp.graphics
38282	comp.graphics	comp.graphics
38288	comp.graphics	comp.graphics
103179	rec.autos	rec.autos
103170	rec.autos	rec.autos
103171	rec.autos	rec.autos
103172	rec.autos	rec.autos
103173	rec.motorcycles	rec.motorcycles
103174	rec.autos	rec.autos
103177	rec.autos	talk.politics.guns
83703	talk.religion.misc	talk.politics.guns
83707	talk.religion.misc	alt.atheism
83704	talk.religion.misc	talk.religion.misc
83709	talk.religion.misc	alt.atheism
52633	rec.sport.hockey	rec.sport.hockey
66418	comp.windows.x	comp.windows.x
66419	comp.windows.x	comp.windows.x
66416	comp.windows.x	comp.windows.x
66415	comp.windows.x	comp.windows.x
66412	comp.windows.x	comp.windows.x
66411	comp.windows.x	comp.windows.x
76197	misc.forsale	misc.forsale
76194	misc.forsale	misc.forsale
76195	misc.forsale	misc.forsale
76192	misc.forsale	misc.forsale
76190	misc.forsale	misc.forsale
10795	comp.os.ms-windows.misc	comp.windows.x
83972	talk.religion.misc	talk.religion.misc
76198	misc.forsale	misc.forsale
15591	sci.crypt	sci.crypt
10025	comp.os.ms-windows.misc	comp.graphics
59309	sci.med	sci.med
59495	sci.med	talk.politics.misc
10022	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
177022	talk.politics.misc	talk.religion.misc
59496	sci.med	sci.med
59302	sci.med	sci.med
39488	comp.graphics	comp.graphics
77821	talk.politics.mideast	talk.politics.mideast
77820	talk.politics.mideast	talk.politics.mideast
39487	comp.graphics	comp.sys.mac.hardware
55487	talk.politics.guns	talk.politics.guns
55486	talk.politics.guns	talk.politics.guns
55485	talk.politics.guns	talk.politics.guns
55483	talk.politics.guns	talk.politics.guns
74730	misc.forsale	misc.forsale
74731	misc.forsale	misc.forsale
74732	misc.forsale	misc.forsale
74734	misc.forsale	misc.forsale
60724	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
55489	talk.politics.guns	talk.politics.guns
55488	talk.politics.guns	talk.politics.guns
76170	misc.forsale	rec.autos
60725	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
59499	sci.med	sci.med
50509	comp.sys.mac.hardware	comp.sys.mac.hardware
50505	comp.sys.mac.hardware	comp.sys.mac.hardware
50500	comp.sys.mac.hardware	comp.sys.mac.hardware
50503	comp.sys.mac.hardware	comp.sys.mac.hardware
55261	talk.politics.guns	talk.politics.guns
55260	talk.politics.guns	talk.politics.guns
55266	talk.politics.guns	talk.politics.guns
55264	talk.politics.guns	talk.politics.guns
51906	comp.sys.mac.hardware	comp.sys.mac.hardware
55269	talk.politics.guns	talk.politics.guns
51905	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
51902	comp.sys.mac.hardware	comp.sys.mac.hardware
16131	sci.crypt	sci.crypt
53856	rec.sport.hockey	rec.sport.hockey
60816	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60817	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60811	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60812	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60813	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
53322	alt.atheism	alt.atheism
105232	rec.motorcycles	rec.motorcycles
38990	comp.graphics	comp.windows.x
38991	comp.graphics	comp.graphics
38994	comp.graphics	comp.windows.x
38995	comp.graphics	comp.graphics
38996	comp.graphics	comp.sys.mac.hardware
38998	comp.graphics	comp.graphics
38999	comp.graphics	comp.graphics
104962	rec.motorcycles	rec.motorcycles
104961	rec.motorcycles	rec.motorcycles
104964	rec.motorcycles	rec.motorcycles
176965	talk.politics.misc	sci.space
62412	sci.space	sci.space
52766	sci.electronics	sci.electronics
62410	sci.space	sci.space
104969	rec.motorcycles	rec.motorcycles
52763	sci.electronics	sci.electronics
52762	sci.electronics	sci.electronics
62415	sci.space	sci.space
58822	sci.med	sci.med
58823	sci.med	sci.med
62418	sci.space	sci.space
58821	sci.med	sci.med
38372	comp.graphics	comp.graphics
52769	sci.electronics	sci.electronics
52768	sci.electronics	comp.graphics
60670	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
38373	comp.graphics	comp.graphics
20662	soc.religion.christian	soc.religion.christian
20661	soc.religion.christian	soc.religion.christian
20666	soc.religion.christian	soc.religion.christian
38375	comp.graphics	comp.graphics
21394	soc.religion.christian	soc.religion.christian
21395	soc.religion.christian	soc.religion.christian
21397	soc.religion.christian	soc.religion.christian
21390	soc.religion.christian	soc.religion.christian
21392	soc.religion.christian	soc.religion.christian
21393	soc.religion.christian	soc.religion.christian
21398	soc.religion.christian	soc.religion.christian
20915	soc.religion.christian	soc.religion.christian
20914	soc.religion.christian	soc.religion.christian
20916	soc.religion.christian	soc.religion.christian
20911	soc.religion.christian	soc.religion.christian
20910	soc.religion.christian	soc.religion.christian
20912	soc.religion.christian	soc.religion.christian
20552	soc.religion.christian	soc.religion.christian
83934	talk.religion.misc	talk.religion.misc
83930	talk.religion.misc	talk.politics.misc
83931	talk.religion.misc	talk.religion.misc
54501	sci.electronics	sci.electronics
54500	sci.electronics	sci.electronics
54503	sci.electronics	sci.electronics
54502	sci.electronics	sci.electronics
54505	talk.politics.guns	talk.politics.guns
54506	talk.politics.guns	talk.politics.guns
54509	rec.sport.hockey	rec.sport.hockey
59151	sci.med	comp.sys.ibm.pc.hardware
15613	sci.crypt	sci.crypt
59153	sci.med	sci.med
15611	sci.crypt	sci.crypt
15616	sci.crypt	sci.crypt
15614	sci.crypt	sci.crypt
15615	sci.crypt	sci.crypt
76691	misc.forsale	misc.forsale
59158	sci.med	sci.med
76341	misc.forsale	misc.forsale
15619	sci.crypt	rec.sport.hockey
76347	misc.forsale	misc.forsale
76346	misc.forsale	misc.forsale
76345	misc.forsale	misc.forsale
38890	comp.graphics	comp.graphics
10207	comp.os.ms-windows.misc	comp.graphics
10204	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
53415	alt.atheism	alt.atheism
53412	alt.atheism	alt.atheism
53413	alt.atheism	alt.atheism
53411	alt.atheism	alt.atheism
53418	alt.atheism	alt.atheism
53419	alt.atheism	alt.atheism
37960	comp.graphics	comp.graphics
37961	comp.graphics	comp.graphics
15928	sci.crypt	sci.crypt
15929	sci.crypt	sci.crypt
15924	sci.crypt	sci.crypt
15921	sci.crypt	sci.crypt
15922	sci.crypt	sci.crypt
15923	sci.crypt	sci.crypt
51320	alt.atheism	alt.atheism
68256	comp.windows.x	comp.graphics
68255	comp.windows.x	comp.graphics
68252	comp.windows.x	comp.graphics
68250	comp.windows.x	comp.windows.x
68258	comp.windows.x	comp.windows.x
77344	talk.politics.mideast	talk.politics.mideast
67407	comp.windows.x	sci.crypt
67404	comp.windows.x	comp.windows.x
77347	talk.politics.mideast	talk.politics.mideast
77340	talk.politics.mideast	talk.politics.mideast
77341	talk.politics.mideast	talk.politics.mideast
77342	talk.politics.mideast	talk.politics.mideast
77349	talk.politics.mideast	talk.politics.mideast
67408	comp.windows.x	comp.graphics
67409	comp.windows.x	comp.windows.x
76527	misc.forsale	misc.forsale
76525	talk.politics.mideast	talk.politics.mideast
76524	talk.politics.mideast	talk.politics.mideast
76521	misc.forsale	comp.sys.ibm.pc.hardware
76520	misc.forsale	misc.forsale
76528	misc.forsale	comp.sys.ibm.pc.hardware
51205	alt.atheism	talk.religion.misc
61332	sci.space	talk.religion.misc
61331	sci.space	sci.space
61337	sci.space	sci.space
61334	sci.space	sci.space
61335	sci.space	comp.graphics
61339	sci.space	sci.space
103343	rec.autos	rec.autos
103342	rec.autos	rec.autos
103340	rec.autos	rec.autos
60311	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
101616	rec.autos	rec.autos
101615	rec.autos	rec.autos
101613	rec.autos	rec.autos
101619	rec.autos	rec.autos
101618	rec.autos	rec.autos
76835	misc.forsale	misc.forsale
76834	misc.forsale	misc.forsale
76837	misc.forsale	misc.forsale
76831	misc.forsale	misc.forsale
76830	misc.forsale	misc.forsale
76833	misc.forsale	misc.forsale
76839	misc.forsale	misc.forsale
15788	sci.crypt	sci.crypt
103122	rec.autos	rec.autos
58827	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
52222	comp.sys.mac.hardware	comp.sys.mac.hardware
52223	comp.sys.mac.hardware	comp.sys.mac.hardware
52220	comp.sys.mac.hardware	comp.sys.mac.hardware
10836	comp.os.ms-windows.misc	comp.os.ms-windows.misc
10831	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
10832	comp.os.ms-windows.misc	comp.graphics
75871	misc.forsale	misc.forsale
75874	misc.forsale	misc.forsale
53175	alt.atheism	alt.atheism
53177	alt.atheism	alt.atheism
53176	alt.atheism	alt.atheism
53171	alt.atheism	alt.atheism
53173	alt.atheism	alt.atheism
52598	rec.sport.hockey	rec.sport.hockey
52599	rec.sport.hockey	rec.sport.hockey
52594	rec.sport.hockey	rec.sport.hockey
52597	rec.sport.hockey	rec.sport.hockey
53318	talk.politics.guns	talk.politics.guns
53315	alt.atheism	alt.atheism
53314	talk.politics.guns	talk.politics.guns
53317	alt.atheism	alt.atheism
53316	alt.atheism	alt.atheism
84013	talk.religion.misc	talk.religion.misc
84016	talk.religion.misc	talk.religion.misc
84014	talk.religion.misc	talk.religion.misc
84015	talk.religion.misc	talk.religion.misc
84018	talk.religion.misc	talk.religion.misc
76307	misc.forsale	misc.forsale
58149	sci.med	sci.med
68213	comp.windows.x	comp.windows.x
58144	sci.med	sci.med
58790	sci.med	sci.med
58146	sci.med	sci.med
76657	misc.forsale	misc.forsale
58143	sci.med	sci.med
58142	sci.med	sci.med
68008	comp.windows.x	comp.windows.x
68001	comp.windows.x	comp.windows.x
68000	comp.windows.x	comp.windows.x
68004	comp.windows.x	comp.windows.x
102995	rec.autos	rec.autos
179079	talk.politics.misc	talk.politics.misc
102996	rec.autos	misc.forsale
76301	misc.forsale	misc.forsale
102992	rec.autos	rec.autos
179071	talk.politics.misc	talk.politics.misc
179073	talk.politics.misc	talk.politics.misc
179074	talk.politics.misc	talk.politics.misc
179075	talk.politics.misc	talk.politics.misc
179076	talk.politics.misc	talk.politics.misc
178389	talk.politics.misc	talk.politics.misc
178388	talk.politics.misc	talk.politics.misc
176952	talk.politics.misc	talk.politics.misc
176950	talk.politics.misc	talk.politics.misc
176951	talk.politics.misc	talk.politics.misc
178383	talk.politics.misc	talk.politics.misc
178382	talk.politics.misc	talk.politics.misc
176958	talk.politics.misc	talk.politics.misc
178386	talk.politics.misc	talk.politics.misc
54339	sci.electronics	sci.electronics
104939	rec.sport.baseball	rec.sport.baseball
38771	comp.graphics	comp.graphics
54332	sci.electronics	sci.electronics
54333	sci.electronics	sci.electronics
38778	comp.graphics	comp.graphics
54334	sci.electronics	sci.electronics
76757	misc.forsale	comp.sys.ibm.pc.hardware
83893	talk.religion.misc	talk.politics.misc
83549	talk.religion.misc	alt.atheism
83894	talk.religion.misc	talk.politics.misc
83544	talk.religion.misc	talk.religion.misc
83899	talk.religion.misc	talk.religion.misc
83541	talk.religion.misc	talk.politics.misc
83542	talk.religion.misc	talk.politics.misc
67441	comp.windows.x	comp.windows.x
67447	comp.windows.x	comp.windows.x
58794	sci.med	sci.med
67444	comp.windows.x	comp.windows.x
103115	rec.autos	rec.autos
103118	rec.autos	rec.autos
67445	comp.windows.x	comp.windows.x
178657	talk.politics.misc	talk.politics.misc
178654	talk.politics.misc	talk.politics.guns
178653	talk.politics.misc	talk.politics.misc
178652	talk.politics.misc	talk.politics.mideast
178651	talk.politics.misc	talk.politics.misc
83767	talk.religion.misc	talk.politics.misc
83766	talk.religion.misc	talk.politics.misc
15554	sci.crypt	sci.crypt
15557	sci.crypt	sci.crypt
15003	sci.crypt	sci.crypt
15002	sci.crypt	sci.crypt
15553	sci.crypt	talk.politics.guns
15559	sci.crypt	sci.crypt
59362	sci.med	sci.electronics
59363	sci.med	sci.med
59360	sci.med	sci.med
59361	sci.med	sci.med
39021	comp.graphics	comp.graphics
59364	sci.med	sci.med
77809	talk.politics.mideast	talk.politics.mideast
77808	talk.politics.mideast	talk.politics.mideast
59874	sci.space	sci.space
59870	sci.space	sci.space
9652	comp.os.ms-windows.misc	comp.graphics
9653	comp.os.ms-windows.misc	comp.graphics
66435	comp.windows.x	comp.windows.x
10128	comp.os.ms-windows.misc	comp.graphics
66431	comp.windows.x	comp.windows.x
50523	comp.sys.mac.hardware	comp.sys.mac.hardware
50521	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
50520	comp.sys.mac.hardware	comp.sys.mac.hardware
50527	comp.sys.mac.hardware	comp.sys.mac.hardware
50525	comp.sys.mac.hardware	comp.sys.mac.hardware
61475	sci.space	sci.space
61474	sci.space	sci.space
103802	rec.autos	rec.autos
61476	sci.space	sci.space
61471	sci.space	sci.space
103805	rec.autos	rec.autos
103806	rec.autos	rec.autos
61472	sci.space	sci.space
103809	rec.autos	rec.autos
61479	sci.space	sci.space
61478	sci.space	sci.space
53623	rec.sport.hockey	rec.sport.hockey
60872	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
9659	comp.os.ms-windows.misc	comp.windows.x
60874	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60878	comp.sys.ibm.pc.hardware	comp.sys.mac.hardware
60879	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
52719	sci.electronics	sci.electronics
75403	talk.politics.mideast	talk.politics.mideast
20700	soc.religion.christian	soc.religion.christian
75407	talk.politics.mideast	talk.politics.mideast
38978	comp.graphics	comp.graphics
38976	comp.graphics	comp.graphics
38977	comp.graphics	comp.graphics
20701	soc.religion.christian	soc.religion.christian
53382	alt.atheism	alt.atheism
51924	comp.sys.mac.hardware	comp.sys.mac.hardware
16115	sci.crypt	sci.crypt
16117	sci.crypt	sci.crypt
51920	comp.sys.mac.hardware	comp.sys.mac.hardware
178351	talk.politics.misc	talk.politics.mideast
104348	rec.motorcycles	rec.motorcycles
51923	comp.sys.mac.hardware	comp.sys.mac.hardware
104344	rec.motorcycles	rec.motorcycles
104342	rec.motorcycles	rec.motorcycles
51929	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
104340	rec.motorcycles	rec.motorcycles
104341	rec.motorcycles	rec.motorcycles
102609	rec.sport.baseball	rec.sport.baseball
104698	rec.motorcycles	rec.motorcycles
104690	rec.motorcycles	rec.motorcycles
104691	rec.motorcycles	rec.motorcycles
104692	rec.motorcycles	rec.motorcycles
104694	rec.motorcycles	rec.motorcycles
104695	rec.motorcycles	rec.motorcycles
104697	rec.motorcycles	rec.motorcycles
20601	soc.religion.christian	soc.religion.christian
20603	soc.religion.christian	soc.religion.christian
20602	soc.religion.christian	soc.religion.christian
52789	sci.electronics	sci.electronics
52785	sci.electronics	sci.electronics
105560	rec.motorcycles	rec.motorcycles
105563	rec.motorcycles	rec.motorcycles
52780	sci.electronics	sci.electronics
52782	sci.electronics	comp.graphics
102692	rec.sport.baseball	rec.sport.hockey
102693	rec.sport.baseball	rec.sport.baseball
102697	rec.sport.baseball	rec.sport.baseball
102694	rec.sport.baseball	rec.sport.baseball
102695	rec.sport.baseball	rec.sport.baseball
60697	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60694	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
102699	rec.sport.baseball	rec.sport.baseball
60692	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60693	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
